job_id,cell,speaker,pool,reference_wav,transcript,transcript_source,script_class,language,tool,output_path,seed
101,adaptation_hi,126393,adaptation,refs/126393.wav,ab hamaare paas teen tables men primary keez hain ham relationships ko sthaapit karke in sabko ek saath now sakte hain,अब हमारे पास तीन tables में primary कीज़ हैं हम relationships को स्थापित करके इन सबको एक साथ now सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00101.wav,7101
102,adaptation_hi,201350,adaptation,refs/201350.wav,choonki base is sankalpanaa kaa samarthan kartaa hai ise relational database management kahte hain sankshipt men rdbms,चूँकि base इस संकल्पना का समर्थन करता है इसे relational database management कहते हैं संक्षिप्त में rdbms,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00102.wav,7102
103,adaptation_hi,342352,adaptation,refs/342352.wav,yahaan kuchh prakaar ke relationships hain aur ham unhen abhee dekhenge,यहाँ कुछ प्रकार के relationships हैं और हम उन्हें अभी देखेंगे,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00103.wav,7103
104,adaptation_hi,350956,adaptation,refs/350956.wav,sabse pahle ham dekhenge ki onetomany relationship kyaa hai,सबसे पहले हम देखेंगे कि onetomany relationship क्या है,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00104.wav,7104
105,adaptation_hi,433148,adaptation,refs/433148.wav,dikh rahe chitr men books aur authors tables ko abhee dekhte hain,दिख रहे चित्र में books और authors tables को अभी देखते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00105.wav,7105
106,adaptation_hi,491095,adaptation,refs/491095.wav,ek pustak vaastav men ek rachyitaa dvaaraa likhee gayee hai,एक पुस्तक वास्तव में एक रचयिता द्वारा लिखी गयी है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_491095_00106.wav,7106
107,adaptation_hi,702146,adaptation,refs/702146.wav,ab yahaan udaahran hain ki jahaan do yaa kaee log ek hee pustak ke sahlekhak hote hain,अब यहाँ उदाहरण हैं कि जहाँ दो या कई लोग एक ही पुस्तक के सहलेखक होते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_702146_00107.wav,7107
108,adaptation_hi,707034,adaptation,refs/707034.wav,kintu ham apne udaahran ko keval ek hee vyakti dvaaraa ek hee pustak ko rachne tak limit karte hain,किन्तु हम अपने उदाहरण को केवल एक ही व्यक्ति द्वारा एक ही पुस्तक को रचने तक limit करते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_707034_00108.wav,7108
109,adaptation_hi,804882,adaptation,refs/804882.wav,apne udaahran ke saath jaaree rakhte hain ki ek rachyitaa kaee pustaken likh saktaa hai,अपने उदाहरण के साथ जारी रखते हैं कि एक रचयिता कई पुस्तकें लिख सकता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_804882_00109.wav,7109
110,adaptation_hi,901681,adaptation,refs/901681.wav,aur ham ise apnee library database men darshaa sakte hain,और हम इसे अपनी library database में दर्शा सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00110.wav,7110
111,adaptation_hi,126393,adaptation,refs/126393.wav,author id ko lekar joki authors table men primary kee hai aur usko books table men jorkar,author id को लेकर जोकि authors table में primary की है और उसको books table में जोड़कर,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00111.wav,7111
112,adaptation_hi,201350,adaptation,refs/201350.wav,atah books table men author id ko foreign foreign kee kahte hain,अतः books table में author id को foreign foreign की कहते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00112.wav,7112
113,adaptation_hi,342352,adaptation,refs/342352.wav,usee tarah se publisher id joki publishers table men primary kee hai yah books table men jorkar foreign kee ban jaatee hai,उसी तरह से publisher id जोकि publishers table में primary की है यह books table में जोड़कर foreign की बन जाती है,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00113.wav,7113
114,adaptation_hi,350956,adaptation,refs/350956.wav,atah column yaa columns ke samooh ko baantane se ham database men onetomany relationships ko darshaa sakte hain,अतः column या columns के समूह को बाँटने से हम database में onetomany relationships को दर्शा सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00114.wav,7114
115,adaptation_hi,433148,adaptation,refs/433148.wav,aur foreign keez kaa istemaal karke table relationships ko nirdhaarit kar sakte hain,और foreign कीज़ का इस्तेमाल करके table relationships को निर्धारित कर सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00115.wav,7115
116,adaptation_hi,491095,adaptation,refs/491095.wav,atah relationship sthaapit karne ke lie table men ek primary kee ko any table men ek foreign kee kee tarah darshaa sakte hain,अतः relationship स्थापित करने के लिए table में एक primary की को अन्य table में एक foreign की की तरह दर्शा सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00116.wav,7116
117,adaptation_hi,702146,adaptation,refs/702146.wav,phalasvaroop ham referential integrity ko laagoo karte hain,फलस्वरूप हम referential integrity को लागू करते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00117.wav,7117
118,adaptation_hi,707034,adaptation,refs/707034.wav,matlab table men pratyek foreign kee value sambandhit tables men anukool primary kee value hogee,मतलब table में प्रत्येक foreign की value सम्बन्धित tables में अनुकूल primary की value होगी,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00118.wav,7118
119,adaptation_hi,804882,adaptation,refs/804882.wav,aage dekhte hain ki manytomany relationship kyaa hotaa hai,आगे देखते हैं कि manytomany relationship क्या होता है,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00119.wav,7119
120,adaptation_hi,901681,adaptation,refs/901681.wav,ab table dijaain vindo men vaapas jaate hain,अब table डिजाइन विंडो में वापस जाते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_901681_00120.wav,7120
121,adaptation_hi,126393,adaptation,refs/126393.wav,ek pustak jitne chaahe utne library sadasyon ko jaaree kee jaa saktee hai yah maante hue ki yahaan par kaee saaree pratiyaan uplabdh hain,एक पुस्तक जितने चाहे उतने library सदस्यों को जारी की जा सकती है यह मानते हुए कि यहाँ पर कई सारी प्रतियाँ उपलब्ध हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_126393_00121.wav,7121
122,adaptation_hi,201350,adaptation,refs/201350.wav,usee prakaar se ek sadasy kitnee bhee chaahe pustaken le saktaa hai avashy hee yah maante hue ki pustaken uplabdh hain,उसी प्रकार से एक सदस्य कितनी भी चाहे पुस्तकें ले सकता है अवश्य ही यह मानते हुए कि पुस्तकें उपलब्ध हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_201350_00122.wav,7122
123,adaptation_hi,342352,adaptation,refs/342352.wav,atah yahaan hamaare paas kaee pustaken kaee sadyon ko jaaree karne kaa ek udaahran hai,अतः यहाँ हमारे पास कई पुस्तकें कई सदयों को जारी करने का एक उदाहरण है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_342352_00123.wav,7123
124,adaptation_hi,350956,adaptation,refs/350956.wav,jo manytomany relationship ko darshaataa hai,जो manytomany relationship को दर्शाता है,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00124.wav,7124
125,adaptation_hi,433148,adaptation,refs/433148.wav,atah ham is manytomany relationship ko apne database men darshaa sakte hain,अतः हम इस manytomany relationship को अपने database में दर्शा सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00125.wav,7125
126,adaptation_hi,491095,adaptation,refs/491095.wav,ek teesree table booksissued banaa kar jise junction table bhee kahte hain,एक तीसरी table booksissued बना कर जिसे junction table भी कहते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00126.wav,7126
127,adaptation_hi,702146,adaptation,refs/702146.wav,aur yahaan ham pratyek donon tablesbooks aur members se primary keez kobooksissued table men pravisht karenge,और यहाँ हम प्रत्येक दोनों tablesbooks और members से primary कीज़ कोbooksissued table में प्रविष्ट करेंगे,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00127.wav,7127
128,adaptation_hi,707034,adaptation,refs/707034.wav,iskee vajah se booksissued table sadasy ko jaaree kee gayee pratyek pustak ko records kartaa hai,इसकी वजह से booksissued table सदस्य को जारी की गयी प्रत्येक पुस्तक को records करता है,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00128.wav,7128
129,adaptation_hi,804882,adaptation,refs/804882.wav,atah teesraa junction table banaakar ham manytomany relationships ko darshaa sakte hain,अतः तीसरा junction table बनाकर हम manytomany relationships को दर्शा सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00129.wav,7129
130,adaptation_hi,901681,adaptation,refs/901681.wav,aur aakhir men yahaan onetoone relationship hai,और आखिर में यहाँ onetoone relationship है,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00130.wav,7130
131,adaptation_hi,126393,adaptation,refs/126393.wav,kabheekbhee kuchh attributes yaa columns keval kuchh vishesh data ke lie nishchit hote hain aur islie kadaachit data se bhare jaate hain,कभीकभी कुछ attributes या columns केवल कुछ विशेष data के लिए निश्चित होते हैं और इसलिए कदाचित data से भरे जाते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00131.wav,7131
